split,class,class_num,orig_class,orig_class_num,im_path,url
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_1.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_2.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_3.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_4.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_5.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_6.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_7.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_8.png
robust_resnet50-Stretch_in_conv51,frill_lizard,7,frill_lizard,43,robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [43]/Stretch in conv51/unit_[43]_Stretch in conv51_9.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_0.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_1.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_2.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_3.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_4.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_5.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_6.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_7.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_8.png
robust_resnet50-Stretch_in_conv51,goldfish,8,goldfish,1,robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [1]/Stretch in conv51/unit_[1]_Stretch in conv51_9.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_0.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_1.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_2.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_3.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_4.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_5.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_6.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_7.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_8.png
robust_resnet50-Stretch_in_conv51,minibus,9,minibus,654,robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [654]/Stretch in conv51/unit_[654]_Stretch in conv51_9.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_0.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_1.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_2.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_3.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_4.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_5.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_6.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_7.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_8.png
robust_resnet50-Stretch_in_conv51,piano,10,piano,579,robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [579]/Stretch in conv51/unit_[579]_Stretch in conv51_9.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_0.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_1.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_2.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_3.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_4.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_5.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_6.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_7.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_8.png
robust_resnet50-Stretch_in_conv51,soccer_ball,11,soccer_ball,805,robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [805]/Stretch in conv51/unit_[805]_Stretch in conv51_9.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_0.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_1.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_2.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_3.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_4.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_5.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_6.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_7.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_8.png
robust_resnet50-Stretch_in_pixelspace,bull_terrier,0,bull_terrier,179,robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [179]/Stretch in pixelspace/unit_[179]_Stretch in pixelspace_9.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_0.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_1.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_2.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_3.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_4.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_5.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_6.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_7.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_8.png
robust_resnet50-Stretch_in_pixelspace,camera,1,camera,759,robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [759]/Stretch in pixelspace/unit_[759]_Stretch in pixelspace_9.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_0.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_1.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_2.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_3.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_4.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_5.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_6.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_7.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_8.png
robust_resnet50-Stretch_in_pixelspace,candle,2,candle,470,robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [470]/Stretch in pixelspace/unit_[470]_Stretch in pixelspace_9.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_0.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_0.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_1.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_1.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_2.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_2.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_3.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_3.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_4.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_4.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_5.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_5.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_6.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_6.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_7.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_7.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_8.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_8.png
robust_resnet50-Stretch_in_pixelspace,chickadee,3,chickadee,19,robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_9.png,https://morgan-stretch-squeeze-selected-categories-v2.s3.amazonaws.com/robust resnet50/unit [19]/Stretch in pixelspace/unit_[19]_Stretch in pixelspace_9.png
